distance,integrated_intensity_Pa_mm
3995.0,56.4690601940367
4000.0,57.71990869168659
4005.0,58.23745913286993
4010.0,58.0147646096822
4015.0,57.19705112592561
4020.0,56.0357722481745
4025.0,54.72997855319778
4030.0,53.65480757454676
4035.0,52.9013700060176
4040.0,52.46106710882903
4045.0,52.1603897695895
4050.0,52.177627546994806
4055.0,52.73106090159364
4060.0,53.360052766074496
4065.0,54.09645371517744
4070.0,55.09320483832805
4075.0,56.15591390452318
4080.0,56.935614369560724
4085.0,57.30729739713252
4090.0,57.34629263230845
4095.0,57.199549579181344
4100.0,57.10514821252538
4105.0,57.15739394607305
4110.0,57.15887532415572
4115.0,56.951364641561206
4120.0,56.47881181594251
4125.0,55.76750739823405
4130.0,54.94651224213516
4135.0,54.25781053670978
4140.0,53.801354110479984
4145.0,53.45140170974319
4150.0,53.12404183425581
4155.0,52.782565013014
4160.0,52.45488374806461
4165.0,52.247886294188696
4170.0,52.18976044546023
4175.0,52.00394454233736
4180.0,51.75284331429304
4185.0,51.70159247725913
4190.0,52.23762927818601
4195.0,53.42810791750458
4200.0,54.38486611415042
4205.0,55.021403131707515
4210.0,55.30869721458436
4215.0,55.237612116171526
4220.0,54.80498380779514
4225.0,54.020173029326244
4230.0,52.919427470915736
4235.0,51.565781664316184
4240.0,50.0162325196122
4245.0,48.37451001699705
4250.0,47.44635918426294
4255.0,48.27738563563087
4260.0,49.80587299092996
4265.0,51.49739425182733
4270.0,53.04324024168724
4275.0,54.268016331240595
4280.0,55.04956925012971
4285.0,55.31896159605221
4290.0,55.069436272395635
4295.0,54.402018374305456
4300.0,53.548622965962416
4305.0,52.462777852521
4310.0,51.15103421677061
4315.0,50.55116124178188
4320.0,50.22306614952408
4325.0,49.828639411948366
4330.0,49.48495083658934
4335.0,49.345235678649814
4340.0,49.37467812638727
4345.0,49.653842090572596
4350.0,50.23343835532788
4355.0,51.14438720593532
4360.0,52.6107567408089
4365.0,54.0889292627412
4370.0,55.36779240835734
4375.0,56.35725415900803
4380.0,56.98755156817859
4385.0,57.1696883011253
4390.0,56.848048119808205
4395.0,56.02181301602647
4400.0,54.737817855013816
4405.0,53.091043995147984
4410.0,51.22830387164036
4415.0,49.32788711022411
4420.0,47.569656508992814
4425.0,46.2094723587996
4430.0,45.67310870696554
4435.0,46.58502798118385
4440.0,47.98423044238095
4445.0,49.6763280893563
4450.0,51.511834203846874
4455.0,53.33803275523669
4460.0,55.04613363541899
4465.0,56.542790135815
4470.0,57.70395915903915
4475.0,58.41048669908645
4480.0,58.58546788163961
4485.0,58.207923540824076
4490.0,57.32012482470675
4495.0,56.013977690575814
4500.0,54.38587001925738
4505.0,52.40053499479714
4510.0,50.122061895839096
4515.0,47.761319104356126
4520.0,45.66079961019103
4525.0,44.57911152971092
4530.0,44.741158743473974
4535.0,46.2470219228813
4540.0,48.220602045749345
4545.0,50.2334696754519
4550.0,52.0612813808428
4555.0,53.548707215859096
4560.0,54.576618043919204
4565.0,55.06722370390671
4570.0,54.99283885391176
4575.0,54.397379529108576
4580.0,53.40765292009552
4585.0,52.19066610084778
4590.0,50.88862047021501
4595.0,49.567610383039984
4600.0,48.23649780998435
4605.0,46.96919271798338
4610.0,46.10520044410622
4615.0,46.10854151293484
4620.0,46.734357118703635
4625.0,47.48778844141807
4630.0,49.34363856643572
4635.0,51.563567546395255
4640.0,53.61443969534069
4645.0,55.38084327090364
4650.0,56.79596051954392
4655.0,57.794167932803575
4660.0,58.328357274181315
4665.0,58.38190335149901
4670.0,57.97020851018062
4675.0,57.140221545684774
4680.0,55.97260645349692
4685.0,54.58007316728183
4690.0,53.09739452005382
4695.0,51.68085745893845
4700.0,50.54440154125677
4705.0,50.21217606319637
4710.0,50.859599073101435
4715.0,52.178229047989895
4720.0,53.82990572873321
4725.0,55.515227096025136
4730.0,57.02558351834299
4735.0,58.21396185549004
4740.0,58.980876841049074
4745.0,59.270460711211555
4750.0,59.0678653935016
4755.0,58.39342939542282
4760.0,57.282595615372685
4765.0,55.75107776630246
4770.0,53.81890967498183
4775.0,51.56757099644437
4780.0,49.2124777531218
4785.0,47.29158561128333
4790.0,46.50129727483196
4795.0,46.92542648624736
4800.0,47.902664627077506
4805.0,49.004992107481904
4810.0,50.051402294041196
4815.0,50.992415936189005
4820.0,52.02351834440929
4825.0,53.25895738009948
4830.0,54.34352051452373
4835.0,55.23823524790804
4840.0,55.75078730582591
4845.0,55.80136450167758
4850.0,55.29683800259983
4855.0,54.2738396128386
4860.0,52.87341098273819
4865.0,51.34177116711032
4870.0,49.97008103514399
4875.0,48.99362352147098
4880.0,48.60651538141822
4885.0,49.09613832959185
4890.0,50.52035337739038
4895.0,52.4243983094594
4900.0,54.39467676675414
4905.0,56.168016292809554
4910.0,57.58144234333068
4915.0,58.922598745891655
4920.0,59.98116112209554
4925.0,60.44413479372238
4930.0,60.217929775271166
4935.0,59.29117779064485
4940.0,57.70656846833165
4945.0,55.57307854982551
4950.0,53.09044698430144
4955.0,50.48360884373865
4960.0,47.88886785964479
4965.0,45.48828524730282
4970.0,43.62010192329825
4975.0,43.021515946508124
4980.0,44.078552942961736
4985.0,46.007093135568766
4990.0,48.40282654458851
4995.0,50.914103569677145
5000.0,53.3670141659313
